Hoarding Code,City,(Area/Zone),Location / Landmark,Facing Direction,Size (Width x Height),Position,Hoarding Type,Illumination,Latitude,Longitude,Ownership,Sq. Ft.,Landlord
KAPI-KD-D2,Kadi,Pirojpur,Opp. Mangalam Oil ,Thol to Kadi,20 x 10,Lower,Hoarding,NL,23.2593564,72.34709,Private,200,Jigneshbhai Manglam Oil
KAPI-TH-U2,Kadi,Pirojpur,Opp. Mangalam Oil ,Kadi to Thol,20 x 10,Upper,Hoarding,NL,23.2593564,72.34709,Private,200,Jigneshbhai Manglam Oil
KAPI-TH-M2,Kadi,Pirojpur,Opp. Mangalam Oil ,Kadi to Thol,20 x 10,Middle,Hoarding,NL,23.2593564,72.34709,Private,200,Jigneshbhai Manglam Oil
KAPI-TH-D2,Kadi,Pirojpur,Opp. Mangalam Oil ,Kadi to Thol,20 x 10,Lower,Hoarding,NL,23.2593564,72.34709,Private,200,Jigneshbhai Manglam Oil
THMA-KD-U,Thol,Meda Aadraj,Nr. Purohit Hotel,Thol to Kadi,20 x 10,Upper,Hoarding,NL,23.2005491,72.3661404,Private,200,Sanjay Patel Meda Aadraj
THMA-KD-M,Thol,Meda Aadraj,Nr. Purohit Hotel,Thol to Kadi,20 x 10,Middle,Hoarding,NL,23.2005491,72.3661404,Private,200,Sanjay Patel Meda Aadraj
THMA-KD-D,Thol,Meda Aadraj,Nr. Purohit Hotel,Thol to Kadi,20 x 10,Lower,Hoarding,NL,23.2005491,72.3661404,Private,200,Sanjay Patel Meda Aadraj
THMA-TH-U,Thol,Meda Aadraj,Nr. Purohit Hotel,Kadi to Thol,20 x 10,Upper,Hoarding,NL,23.2005491,72.3661404,Private,200,Sanjay Patel Meda Aadraj
THMA-TH-M,Thol,Meda Aadraj,Nr. Purohit Hotel,Kadi to Thol,20 x 10,Middle,Hoarding,NL,23.2005491,72.3661404,Private,200,Sanjay Patel Meda Aadraj
THMA-TH-D,Thol,Meda Aadraj,Nr. Purohit Hotel,Kadi to Thol,20 x 10,Lower,Hoarding,NL,23.2005491,72.3661404,Private,200,Sanjay Patel Meda Aadraj
THSH-KD-U,Thol,Shedfa,Nr. N K Protiens,Thol to Kadi,20 x 10,Upper,Hoarding,NL,23.155945,72.377129,Private,200,Maulik/Amrutbhai Desai
THSH-KD-M,Thol,Shedfa,Nr. N K Protiens,Thol to Kadi,20 x 10,Middle,Hoarding,NL,23.155945,72.377129,Private,200,Maulik/Amrutbhai Desai
THSH-KD-D,Thol,Shedfa,Nr. N K Protiens,Thol to Kadi,20 x 10,Lower,Hoarding,NL,23.155945,72.377129,Private,200,Maulik/Amrutbhai Desai
VISC-VM-U,Viramgam,Sachana,Sachana Bypass ,Sanand to Viramgam,20 x 10,Upper,Hoarding,NL,23.0821882,72.1670279,Private,200,Gautam Bharwad
VISC-VM-M,Viramgam,Sachana,Sachana Bypass ,Sanand to Viramgam,20 x 10,Middle,Hoarding,NL,23.0821882,72.1670279,Private,200,Gautam Bharwad
VISC-VM-D,Viramgam,Sachana,Sachana Bypass ,Sanand to Viramgam,20 x 10,Lower,Hoarding,NL,23.0821882,72.1670279,Private,200,Gautam Bharwad
VISC-VM-LU,Viramgam,Sachana,Sachana Bypass ,Sanand to Viramgam,20 x 10,LHS Upper,Hoarding,NL,23.0821767,72.1668113,Private,200,Gautam Bharwad
VISC-VM-LM,Viramgam,Sachana,Sachana Bypass ,Sanand to Viramgam,20 x 10,LHS Middle,Hoarding,NL,23.0821767,72.1668113,Private,200,Gautam Bharwad
VISC-VM-LD,Viramgam,Sachana,Sachana Bypass ,Sanand to Viramgam,20 x 10,LHS Lower,Hoarding,NL,23.0821767,72.1668113,Private,200,Gautam Bharwad
VISC-SN-U,Viramgam,Sachana,Sachana Bypass ,Viramgam to Sanand,20 x 10,Upper,Hoarding,NL,23.0821767,72.1668113,Private,200,Gautam Bharwad
VISC-SN-M,Viramgam,Sachana,Sachana Bypass ,Viramgam to Sanand,20 x 10,Middle,Hoarding,NL,23.0821767,72.1668113,Private,200,Gautam Bharwad
VISC-SN-D,Viramgam,Sachana,Sachana Bypass ,Viramgam to Sanand,20 x 10,Lower,Hoarding,NL,23.0821767,72.1668113,Private,200,Gautam Bharwad
VIVB-VV-U,Viramgam,Viramgam Bypass,Sokali Fatak,Sanand to Viramgam & Vitthalapur,30 x 10,Upper,Hoarding,NL,23.0967205,72.1084321,Private,300,Ajitbhai Bharwad
VIVB-VV-M,Viramgam,Viramgam Bypass,Sokali Fatak,Sanand to Viramgam & Vitthalapur,30 x 10,Middle,Hoarding,NL,23.0967205,72.1084321,Private,300,Ajitbhai Bharwad
VIVB-VV-D,Viramgam,Viramgam Bypass,Sokali Fatak,Sanand to Viramgam & Vitthalapur,30 x 10,Lower,Hoarding,NL,23.0967205,72.1084321,Private,300,Ajitbhai Bharwad
VIVB-PC-U,Viramgam,Viramgam Bypass,"Nr. Ravi Hotel, Balapir Chowkadi",Sokali Fatak to Popat Chowkadi,20 x 10,Upper,Hoarding,NL,23.1198493,72.0697331,Private,200,Bhavanbhai Ramdevpir Temple
VIVB-PC-M,Viramgam,Viramgam Bypass,"Nr. Ravi Hotel, Balapir Chowkadi",Sokali Fatak to Popat Chowkadi,20 x 10,Middle,Hoarding,NL,23.1198493,72.0697331,Private,200,Bhavanbhai Ramdevpir Temple
VIVB-PC-D,Viramgam,Viramgam Bypass,"Nr. Ravi Hotel, Balapir Chowkadi",Sokali Fatak to Popat Chowkadi,20 x 10,Lower,Hoarding,NL,23.1198493,72.0697331,Private,200,Bhavanbhai Ramdevpir Temple
VIVB-PC-L,Viramgam,Viramgam Bypass,Nr. Kalika Hotel,Sokali Fatak to Popat Chowkadi,20 x 10,LHS,Hoarding,NL,23.1406837,72.0754476,Private,200,Sachin Thakor
VIVB-PC-R,Viramgam,Viramgam Bypass,Nr. Kalika Hotel,Sokali Fatak to Popat Chowkadi,20 x 10,RHS,Hoarding,NL,23.1406837,72.0754476,Private,200,Sachin Thakor
VIVB-VI-U,Viramgam,Viramgam Bypass,Popat Chowkadi,Viramgam to Vitthalapur,20 x 10,Upper,Hoarding,NL,23.145699,72.0503518,Private,200,Sureshbhai Dalwadi
VIVB-VI-M,Viramgam,Viramgam Bypass,Popat Chowkadi,Viramgam to Vitthalapur,20 x 10,Middle,Hoarding,NL,23.145699,72.0503518,Private,200,Sureshbhai Dalwadi
VIVB-VI-D,Viramgam,Viramgam Bypass,Popat Chowkadi,Viramgam to Vitthalapur,20 x 10,Lower,Hoarding,NL,23.145699,72.0503518,Private,200,Sureshbhai Dalwadi
SAVA-TE-S,Sami,Varana,Opp. Khodiyaar Mata Temple,Temple Entrance,20 x 10,Solo,Hoarding,NL,23.7263442,71.7247323,Private,200,Babaji Thakor
